State,city,Zipcode,latitude,longitude
CA,Seaside,93955,36.611189,-121.849899
CA,Sherman Oaks,91401,34.168824,-118.449059
CA,Simi Valley,93065,34.277324,-118.778957
CA,Stockton,95212,38.022022,-121.275339
CA,Temecula,92591,33.516768,-117.155039
CA,Tracy,95304,37.75990555,-121.4632052
CA,Tustin,92782,33.72484,-117.799302
CA,Vacaville,95687,38.381441,-121.941218
CA,Valencia,91355,34.420546,-118.557774
CA,Vallejo,94590,38.118088,-122.255493
CA,Victorville,92394,34.517883,-117.3219
CA,Visalia,93292,36.32327,-119.27569
CA,West Covina,91791,34.074227,-117.890899
CA,San Diego,92123,32.823912,-117.12114
NV,Reno,89511,39.467032,-119.779038
WA,Bellevue,98004,47.616104,-122.19696
WA,Bellevue,98004,47.61434,-122.194037
CA,San Diego,92111,32.82408524,-117.1471252
OR,Ashland,97520,42.187149,-122.689496
OR,Wilsonville,97070,45.317487,-122.759692
WA,Everett,98201,47.97725,-122.206369
OR,Beaverton,97005,45.475743,-122.776517
OR,Clackamas,97015,45.43039547,-122.5722027
OR,Sherwood,97140,45.355354,-122.840126
OR,Sherwood,97140,45.356319,-122.838837
OR,Ashland,97520,42.219548,-122.740005
NV,Las Vegas,89146,36.145081,-115.227058
CA,Mountain View,94041,37.390383,-122.0827
CA,Santa Clara,95054,37.397144,-121.976831
CA,Santa Clara,95054,37.38237,-121.970806
CA,San Luis Obispo,93401,35.279705,-120.6609
WA,Seattle,98104,47.604115,-122.332907
OR,Beaverton,97005,45.475962,-122.825561
WA,SeaTac,98188,47.434021,-122.273183
WA,Tacoma,98409,47.22213,-122.478493
WA,Tacoma,98409,47.228593,-122.484226
UT,Salt Lake City,84115,40.714413,-111.900552
WA,Tacoma,98402,47.255854,-122.44172
WA,Bellevue,98006,47.568871,-122.145285
WA,Bellevue,98007,47.581979,-122.136238
WA,Sammamish,98075,47.601657,-122.036938
CO,Fort Collins,80524,40.593417,-105.0684
CO,Boulder,80301,40.024578,-105.232194
CO,Boulder,80302,40.0148,-105.2792
CO,Fort Collins,80525,40.505604,-105.078041
WA,Kent,98032,47.424222,-122.256619
WA,Renton,98055,47.443255,-122.212445
WA,Renton,98055,47.444606,-122.214491
CA,Malibu,90265,34.035802,-118.686393
CA,San Francisco,94129,37.806099,-122.449461
WA,Renton,98056,47.483635,-122.170748
WA,Renton,98057,47.474537,-122.204976
WA,Tacoma,98402,47.253809,-122.437429
WA,Tacoma,98402,47.245934,-122.43398
WA,Tacoma,98409,47.228866,-122.469105
WA,Tacoma,98402,47.253668,-122.446141
CO,Denver,80202,39.742113,-104.991416
CA,Fremont,94538,37.488952,-121.948969
WA,Edmonds,98026,47.778229,-122.344838
WA,Everett,98204,47.90272982,-122.2469884
WA,Olympia,98502,47.031067,-122.930247
WA,Pasco,99301,46.236607,-119.128998
WA,Puyallup,98371,47.207367,-122.294997
WA,Renton,98058,47.448354,-122.2188
WA,Seattle,98104,47.606684,-122.332664
WA,Seattle,98134,47.594042,-122.317179
WA,Seattle,98133,47.721254,-122.340924
WA,Seattle,98124,47.604906,-122.330278
WA,Seattle,98134,47.582934,-122.323106
WA,Seattle,98109,47.622085,-122.347124
